ID,Velocity_FGS,Step_FGS,Stride_FGS,Cadence_FGS,Velocity_UGS,Step_UGS,Stride_UGS,Cadence_UGS
PA000,2.104,79.537,170.101,141.67,1.865,76.242,161.702,133.237
