ID,Step_UGS,Stride_UGS,Cadence_UGS,MonoSP_UGS,BiSP_UGS,Velocity_UGS,Step_FGS,Stride_FGS,Cadence_FGS,MonoSP_FGS,BiSP_FGS,Velocity_FGS
PA000,54.3,110.5,133.91,0.367,0.166,2.04,54.3,110.5,133.91,0.367,0.166,2.04
